Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B
4665	NAB2	90655	TGIF2LY
4665	NAB2	116225	ZMYND19
4665	NAB2	125115	KRT40
4665	NAB2	143884	CWF19L2
4665	NAB2	170082	TCEANC
4665	NAB2	386681	KRTAP10-8
4665	NAB2	386682	KRTAP10-3
4665	NAB2	388677	NOTCH2NL
4665	NAB2	391257	SUMO1P1
4665	NAB2	493911	PHOSPHO2
4670	HNRNPM	10142	AKAP9
4670	HNRNPM	64396	GMCL1P1
4670	HNRNPM	150483	TEKT4
4675	NAP1L3	23270	TSPYL4
4678	NASP	8357	HIST1H3H
4678	NASP	440093	H3F3C
4681	NBL1	23413	NCS1
4681	NBL1	29979	UBQLN1
4681	NBL1	83637	ZMIZ2
4688	NCF2	22920	KIFAP3
4716	NDUFB10	171483	FAM9B
4733	DRG1	6498	SKIL
4733	DRG1	8161	COIL
4733	DRG1	8576	STK16
4733	DRG1	51389	RWDD1
4733	DRG1	55854	ZC3H15
4733	DRG1	117178	SSX2IP
4735	SEPT2	5413	SEPT5
4735	SEPT2	23157	SEPT6
4735	SEPT2	79666	PLEKHF2
4736	RPL10A	26575	RGS17
4739	NEDD9	4792	NFKBIA
4739	NEDD9	5966	REL
4739	NEDD9	5987	TRIM27
4739	NEDD9	7205	TRIP6
4739	NEDD9	8412	BCAR3
4739	NEDD9	11030	RBPMS
4739	NEDD9	54971	BANP
4739	NEDD9	122183	PRR20A
4739	NEDD9	222546	RFX6
4747	NEFL	9099	USP2
4747	NEFL	9659	PDE4DIP
4747	NEFL	26051	PPP1R16B
4747	NEFL	29922	NME7
4747	NEFL	56159	TEX11
4747	NEFL	84080	ENKD1
4747	NEFL	167838	TXLNB
4747	NEFL	170954	PPP1R18
4759	NEU2	388677	NOTCH2NL
4762	NEUROG1	6925	TCF4
4778	NFE2	8945	BTRC
4780	NFE2L2	7138	TNNT1
4780	NFE2L2	51322	WAC
4783	NFIL3	7186	TRAF2
4783	NFIL3	51421	AMOTL2
4784	NFIX	4784	NFIX
4784	NFIX	54870	QRICH1
4784	NFIX	80110	ZNF614
4793	NFKBIB	6293	VPS52
4798	NFRKB	51377	UCHL5
4800	NFYA	4801	NFYB
4800	NFYA	23126	POGZ
4800	NFYA	51631	LUC7L2
4801	NFYB	10589	DRAP1
4801	NFYB	56655	POLE4
4801	NFYB	57085	AGTRAP
4807	NHLH1	5292	PIM1
4807	NHLH1	401541	CENPP
4814	NINJ1	125115	KRT40
4815	NINJ2	4815	NINJ2
4815	NINJ2	23786	BCL2L13
4815	NINJ2	64581	CLEC7A
4818	NKG7	57085	AGTRAP
4830	NME1	4830	NME1
4830	NME1	4832	NME3
4830	NME1	4833	NME4
4830	NME1	9533	POLR1C
4830	NME1	30000	TNPO2
4830	NME1	55022	PID1
4830	NME1	285672	SREK1IP1
4832	NME3	6449	SGTA
4832	NME3	29979	UBQLN1
4835	NQO2	57554	LRRC7
4839	NOP2	6293	VPS52
4839	NOP2	23633	KPNA6
4839	NOP2	55536	CDCA7L
4839	NOP2	80321	CEP70
4841	NONO	4841	NONO
4841	NONO	5300	PIN1
4841	NONO	5563	PRKAA2
4841	NONO	8543	LMO4
4841	NONO	55269	PSPC1
4841	NONO	83638	C11orf68
4860	PNP	4860	PNP
4869	NPM1	10361	NPM2
4878	NPPA	29979	UBQLN1
4879	NPPB	5684	PSMA3
4879	NPPB	125115	KRT40
4879	NPPB	386676	KRTAP10-9
4879	NPPB	386682	KRTAP10-3
4879	NPPB	388677	NOTCH2NL
4899	NRF1	6671	SP4
4899	NRF1	7186	TRAF2
4899	NRF1	23126	POGZ
4909	NTF4	54507	ADAMTSL4
4920	ROR2	4920	ROR2
4920	ROR2	9202	ZMYM4
4920	ROR2	9802	DAZAP2
4920	ROR2	11030	RBPMS
4920	ROR2	84970	C1orf94
4920	ROR2	122183	PRR20A
4924	NUCB1	5966	REL
4926	NUMA1	64395	GMCL1
4926	NUMA1	284001	CCDC57
4938	OAS1	5987	TRIM27
4938	OAS1	10640	EXOC5
4950	OCLN	64581	CLEC7A
4950	OCLN	163183	SYNE4
4953	ODC1	10524	KAT5
4953	ODC1	26003	GORASP2
4953	ODC1	51686	OAZ3
4956	ODF1	23281	MTUS2
4956	ODF1	353323	KRTAP12-2
4978	OPCML	125115	KRT40
4978	OPCML	386682	KRTAP10-3
5000	ORC4	6925	TCF4
5000	ORC4	50484	RRM2B
5001	ORC5	60491	NIF3L1
5013	OTX1	6599	SMARCC1
5013	OTX1	8601	RGS20
5013	OTX1	8646	CHRD
5013	OTX1	10252	SPRY1
5013	OTX1	10253	SPRY2
5013	OTX1	11030	RBPMS
5013	OTX1	26575	RGS17
5013	OTX1	83755	KRTAP4-12
5013	OTX1	83795	KCNK16
5013	OTX1	83897	KRTAP3-2
5013	OTX1	83899	KRTAP9-2
5013	OTX1	85280	KRTAP9-4
5013	OTX1	85287	KRTAP4-7
5013	OTX1	85291	KRTAP4-2
5013	OTX1	85293	KRTAP3-3
5013	OTX1	146664	MGAT5B
5013	OTX1	199834	LCE4A
5013	OTX1	353132	LCE1B
5013	OTX1	353139	LCE2A
5013	OTX1	353141	LCE2D
5013	OTX1	353323	KRTAP12-2
5013	OTX1	386676	KRTAP10-9
5013	OTX1	386677	KRTAP10-1
5013	OTX1	386678	KRTAP10-11
5013	OTX1	386680	KRTAP10-5
5013	OTX1	386681	KRTAP10-8
5013	OTX1	386682	KRTAP10-3
5013	OTX1	386684	KRTAP12-4
5013	OTX1	388818	KRTAP26-1
5013	OTX1	440023	KRTAP5-6
5013	OTX1	492303	GEMIN8P4
5013	OTX1	653240	KRTAP4-11
5025	P2RX4	139212	PIH1D3
5025	P2RX4	388677	NOTCH2NL
5027	P2RX7	386681	KRTAP10-8
5031	P2RY6	5359	PLSCR1
5031	P2RY6	386675	KRTAP10-7
5031	P2RY6	386682	KRTAP10-3
5034	P4HB	5034	P4HB
5047	PAEP	65983	GRAMD3
5050	PAFAH1B3	5050	PAFAH1B3
5054	SERPINE1	6449	SGTA
5054	SERPINE1	29979	UBQLN1
5054	SERPINE1	54557	SGTB
5058	PAK1	8440	NCK2
5062	PAK2	10174	SORBS3
5062	PAK2	57381	RHOJ
5078	PAX4	64395	GMCL1
5082	PDCL	5705	PSMC5
5089	PBX2	64170	CARD9
5090	PBX3	7170	TPM3
5090	PBX3	7185	TRAF1
5090	PBX3	23204	ARL6IP1
5090	PBX3	51438	MAGEC2
5090	PBX3	54765	TRIM44
5090	PBX3	57085	AGTRAP
5090	PBX3	114569	MAL2
5090	PBX3	123722	FSD2
5092	PCBD1	5092	PCBD1
5092	PCBD1	7033	TFF3
5092	PCBD1	9513	FXR2
5092	PCBD1	84708	LNX1
5093	PCBP1	6626	SNRPA
5094	PCBP2	6626	SNRPA
5108	PCM1	51019	CCDC53
5110	PCMT1	7965	AIMP2
5110	PCMT1	22934	RPIA
5111	PCNA	5111	PCNA
5111	PCNA	219854	TMEM218
5125	PCSK5	8576	STK16
5125	PCSK5	10539	GLRX3
5125	PCSK5	57532	NUFIP2
5125	PCSK5	83755	KRTAP4-12
5125	PCSK5	353144	LCE3C
5125	PCSK5	386675	KRTAP10-7
5125	PCSK5	386681	KRTAP10-8
5125	PCSK5	386682	KRTAP10-3
5125	PCSK5	388677	NOTCH2NL
5127	CDK16	7541	ZBTB14
5127	CDK16	10513	APPBP2
5127	CDK16	84126	ATRIP
5129	CDK18	5987	TRIM27
5129	CDK18	9240	PNMA1
5129	CDK18	23281	MTUS2
5129	CDK18	23582	CCNDBP1
5129	CDK18	57159	TRIM54
5129	CDK18	79839	CCDC102B
5129	CDK18	80705	TSGA10
5129	CDK18	84445	LZTS2
5129	CDK18	125115	KRT40
5129	CDK18	145282	MIPOL1
5143	PDE4C	6717	SRI
5144	PDE4D	7185	TRAF1
5144	PDE4D	8161	COIL
5144	PDE4D	390535	GOLGA8EP
5144	PDE4D	440321	FLJ32679
5144	PDE4D	100132565	GOLGA8F
5147	PDE6D	339231	ARL16
5148	PDE6G	8553	BHLHE40
5148	PDE6G	84456	L3MBTL3
5149	PDE6H	23406	COTL1
5152	PDE9A	5152	PDE9A
5152	PDE9A	6783	SULT1E1
5152	PDE9A	8270	LAGE3
5152	PDE9A	9531	BAG3
5152	PDE9A	22954	TRIM32
5152	PDE9A	26003	GORASP2
5152	PDE9A	55503	TRPV6
5152	PDE9A	83899	KRTAP9-2
5152	PDE9A	84294	UTP23
5152	PDE9A	84316	NAA38
5152	PDE9A	84457	PHYHIPL
5152	PDE9A	85291	KRTAP4-2
5152	PDE9A	386681	KRTAP10-8
5152	PDE9A	386682	KRTAP10-3
5152	PDE9A	388677	NOTCH2NL
5152	PDE9A	414318	C9orf106
5156	PDGFRA	147872	CCDC155
5159	PDGFRB	7205	TRIP6
5159	PDGFRB	59349	KLHL12
5176	SERPINF1	9852	EPM2AIP1
5187	PER1	11030	RBPMS
5203	PFDN4	7411	VBP1
5204	PFDN5	10197	PSME3
5204	PFDN5	10241	CALCOCO2
5204	PFDN5	10539	GLRX3
5204	PFDN5	22806	IKZF3
5207	PFKFB1	5207	PFKFB1
5211	PFKL	5211	PFKL
5211	PFKL	84705	GTPBP3
5211	PFKL	386675	KRTAP10-7
5213	PFKM	5213	PFKM
5213	PFKM	6477	SIAH1
5252	PHF1	7024	TFCP2
5252	PHF1	9260	PDLIM7
5252	PHF1	10241	CALCOCO2
5252	PHF1	11030	RBPMS
5252	PHF1	51171	HSD17B14
5252	PHF1	55697	VAC14
5252	PHF1	79444	BIRC7
5252	PHF1	222255	ATXN7L1
5264	PHYH	171483	FAM9B
5270	SERPINE2	171483	FAM9B
5272	SERPINB9	7188	TRAF5
5276	SERPINI2	29979	UBQLN1
5292	PIM1	9513	FXR2
5292	PIM1	22890	ZBTB1
5292	PIM1	29844	TFPT
5292	PIM1	54971	BANP
5292	PIM1	124790	HEXIM2
5292	PIM1	222389	BEND7
5296	PIK3R2	8687	KRT38
5296	PIK3R2	22806	IKZF3
5296	PIK3R2	54474	KRT20
5296	PIK3R2	60561	RINT1
5296	PIK3R2	114932	MRFAP1L1
5296	PIK3R2	143241	DYDC1
5300	PIN1	5932	RBBP8
5300	PIN1	6925	TCF4
5300	PIN1	7185	TRAF1
5300	PIN1	7186	TRAF2
5300	PIN1	7205	TRIP6
5300	PIN1	7541	ZBTB14
5300	PIN1	8687	KRT38
5300	PIN1	9240	PNMA1
5300	PIN1	9278	ZBTB22
5300	PIN1	9832	JAKMIP2
5300	PIN1	10152	ABI2
5300	PIN1	10256	CNKSR1
5300	PIN1	10318	TNIP1
5300	PIN1	10320	IKZF1
5300	PIN1	10743	RAI1
5300	PIN1	11030	RBPMS
5300	PIN1	22806	IKZF3
5300	PIN1	22899	ARHGEF15
5300	PIN1	23281	MTUS2
5300	PIN1	23636	NUP62
5300	PIN1	23648	SSBP3
5300	PIN1	51043	ZBTB7B
5300	PIN1	54507	ADAMTSL4
5300	PIN1	55165	CEP55
5300	PIN1	55663	ZNF446
5300	PIN1	57594	HOMEZ
5300	PIN1	79959	CEP76
5300	PIN1	80125	CCDC33
5300	PIN1	80764	THAP7
5300	PIN1	81628	TSC22D4
5300	PIN1	83637	ZMIZ2
5300	PIN1	85291	KRTAP4-2
5300	PIN1	91369	ANKRD40
5300	PIN1	93986	FOXP2
5300	PIN1	124790	HEXIM2
5300	PIN1	125115	KRT40
5300	PIN1	133619	PRRC1
5300	PIN1	154796	AMOT
5300	PIN1	220082	SPERT
5300	PIN1	221504	ZBTB9
5300	PIN1	257397	TAB3
5300	PIN1	386675	KRTAP10-7
5300	PIN1	386676	KRTAP10-9
5300	PIN1	386677	KRTAP10-1
5300	PIN1	386682	KRTAP10-3
5300	PIN1	387856	CCDC184
5303	PIN4	9240	PNMA1
5303	PIN4	55722	CEP72
5303	PIN4	89885	FATE1
5303	PIN4	171483	FAM9B
5303	PIN4	221504	ZBTB9
5307	PITX1	11030	RBPMS
5311	PKD2	5359	PLSCR1
5311	PKD2	125115	KRT40
5311	PKD2	386681	KRTAP10-8
5311	PKD2	386682	KRTAP10-3
5315	PKM	5427	POLE2
5315	PKM	55916	NXT2
5315	PKM	84708	LNX1
5316	PKNOX1	55048	VPS37C
5317	PKP1	23371	TENC1
5318	PKP2	23281	MTUS2
5318	PKP2	81565	NDEL1
5332	PLCB4	5966	REL
5354	PLP1	5798	PTPRN
5355	PLP2	84283	TMEM79
5355	PLP2	147872	CCDC155
5359	PLSCR1	5998	RGS3
5359	PLSCR1	6599	SMARCC1
5359	PLSCR1	8576	STK16
5359	PLSCR1	8646	CHRD
5359	PLSCR1	9802	DAZAP2
5359	PLSCR1	10539	GLRX3
5359	PLSCR1	10817	FRS3
5359	PLSCR1	50619	DEF6
5359	PLSCR1	54458	PRR13
5359	PLSCR1	55048	VPS37C
5359	PLSCR1	58524	DMRT3
5359	PLSCR1	79005	SCNM1
5359	PLSCR1	81544	GDPD5
5359	PLSCR1	83899	KRTAP9-2
5359	PLSCR1	84536	LINC01547
5359	PLSCR1	84914	ZNF587
5359	PLSCR1	85291	KRTAP4-2
5359	PLSCR1	91694	LONRF1
5359	PLSCR1	117144	CATSPER1
5359	PLSCR1	145946	SPATA8
5359	PLSCR1	146664	MGAT5B
5359	PLSCR1	147687	ZNF417
5359	PLSCR1	199834	LCE4A
5359	PLSCR1	255877	BCL6B
5359	PLSCR1	287015	TRIM42
5359	PLSCR1	353141	LCE2D
5359	PLSCR1	353144	LCE3C
5359	PLSCR1	386676	KRTAP10-9
5359	PLSCR1	386678	KRTAP10-11
5359	PLSCR1	386682	KRTAP10-3
5359	PLSCR1	440023	KRTAP5-6
5359	PLSCR1	653240	KRTAP4-11
5359	PLSCR1	654346	LGALS9C
5372	PMM1	5870	RAB6A
5373	PMM2	91703	ACY3
5375	PMP2	23582	CCNDBP1
5376	PMP22	85027	SMIM3
5413	SEPT5	5413	SEPT5
5413	SEPT5	23157	SEPT6
5413	SEPT5	151011	SEPT10
5423	POLB	7174	TPP2
5427	POLE2	5966	REL
5427	POLE2	5987	TRIM27
5427	POLE2	6913	TBX15
5427	POLE2	22919	MAPRE1
5439	POLR2J	9533	POLR1C
5441	POLR2L	5966	REL
5441	POLR2L	7159	TP53BP2
5441	POLR2L	7541	ZBTB14
5441	POLR2L	8161	COIL
5441	POLR2L	10615	SPAG5
5441	POLR2L	26015	RPAP1
5441	POLR2L	54971	BANP
5441	POLR2L	55145	THAP1
5441	POLR2L	84456	L3MBTL3
5451	POU2F1	5451	POU2F1
5451	POU2F1	6671	SP4
5451	POU2F1	23126	POGZ
5467	PPARD	386675	KRTAP10-7
5467	PPARD	386682	KRTAP10-3
5475	PPEF1	5475	PPEF1
5478	PPIA	6925	TCF4
5478	PPIA	84708	LNX1
5479	PPIB	5824	PEX19
5479	PPIB	6449	SGTA
5479	PPIB	29979	UBQLN1
5479	PPIB	54971	BANP
5480	PPIC	6449	SGTA
5480	PPIC	29979	UBQLN1
5480	PPIC	51271	UBAP1
5480	PPIC	54971	BANP
5481	PPID	5987	TRIM27
5493	PPL	5987	TRIM27
5493	PPL	7186	TRAF2
5493	PPL	7431	VIM
5493	PPL	10768	AHCYL1
5493	PPL	10928	RALBP1
5493	PPL	81628	TSC22D4
5493	PPL	117177	RAB3IP
5493	PPL	284312	ZSCAN1
5493	PPL	285753	CEP57L1
5499	PPP1CA	64651	CSRNP1
5499	PPP1CA	81566	CSRNP2
5499	PPP1CA	153743	PPP1R2P3
5500	PPP1CB	5507	PPP1R3C
5500	PPP1CB	7159	TP53BP2
5500	PPP1CB	63898	SH2D4A
5500	PPP1CB	81566	CSRNP2
5500	PPP1CB	84988	PPP1R16A
5500	PPP1CB	153743	PPP1R2P3
5501	PPP1CC	7159	TP53BP2
5501	PPP1CC	9372	ZFYVE9
5501	PPP1CC	10421	CD2BP2
5501	PPP1CC	64651	CSRNP1
5501	PPP1CC	81566	CSRNP2
5510	PPP1R7	83878	USHBP1
5511	PPP1R8	10513	APPBP2
5515	PPP2CA	55697	VAC14
5518	PPP2R1A	27254	CSDC2
5524	PPP2R4	154796	AMOT
5528	PPP2R5D	83878	USHBP1
5528	PPP2R5D	123722	FSD2
5530	PPP3CA	5534	PPP3R1
5530	PPP3CA	404550	C16orf74
5535	PPP3R2	7024	TFCP2
5542	PRB1	29979	UBQLN1
5552	SRGN	6449	SGTA
5552	SRGN	29979	UBQLN1
5562	PRKAA1	5565	PRKAB2
5562	PRKAA1	5571	PRKAG1
5562	PRKAA1	5987	TRIM27
5562	PRKAA1	6293	VPS52
5562	PRKAA1	7205	TRIP6
5562	PRKAA1	8553	BHLHE40
5562	PRKAA1	9189	ZBED1
5562	PRKAA1	10152	ABI2
5562	PRKAA1	11030	RBPMS
5562	PRKAA1	22806	IKZF3
5562	PRKAA1	23281	MTUS2
5562	PRKAA1	25788	RAD54B
5562	PRKAA1	54763	ROPN1
5562	PRKAA1	55145	THAP1
5562	PRKAA1	57594	HOMEZ
5562	PRKAA1	79618	HMBOX1
5562	PRKAA1	79720	VPS37B
5562	PRKAA1	81628	TSC22D4
5562	PRKAA1	84456	L3MBTL3
5562	PRKAA1	85376	RIMBP3
5562	PRKAA1	91544	UBXN11
5562	PRKAA1	114824	PNMA5
5562	PRKAA1	117178	SSX2IP
5562	PRKAA1	125115	KRT40
5562	PRKAA1	222546	RFX6
5562	PRKAA1	283899	INO80E
5563	PRKAA2	5565	PRKAB2
5563	PRKAA2	5571	PRKAG1
5563	PRKAA2	6293	VPS52
5563	PRKAA2	6925	TCF4
5563	PRKAA2	7205	TRIP6
5563	PRKAA2	7965	AIMP2
5563	PRKAA2	10152	ABI2
5563	PRKAA2	10513	APPBP2
5563	PRKAA2	11030	RBPMS
5563	PRKAA2	54550	NECAB2
5563	PRKAA2	57594	HOMEZ
5563	PRKAA2	57820	CCNB1IP1
5563	PRKAA2	79618	HMBOX1
5563	PRKAA2	81628	TSC22D4
5563	PRKAA2	83878	USHBP1
5563	PRKAA2	84307	ZNF397
5563	PRKAA2	84456	L3MBTL3
5563	PRKAA2	222546	RFX6
5563	PRKAA2	256646	NUTM1
5563	PRKAA2	284252	KCTD1
5563	PRKAA2	347240	KIF24
5563	PRKAA2	386682	KRTAP10-3
5563	PRKAA2	388677	NOTCH2NL
5563	PRKAA2	653121	ZBTB8A
5565	PRKAB2	5571	PRKAG1
5565	PRKAB2	5837	PYGM
5565	PRKAB2	7186	TRAF2
5565	PRKAB2	8548	BLZF1
5565	PRKAB2	8676	STX11
5565	PRKAB2	9063	PIAS2
5565	PRKAB2	9500	MAGED1
5565	PRKAB2	10197	PSME3
5565	PRKAB2	10253	SPRY2
5565	PRKAB2	10320	IKZF1
5565	PRKAB2	22806	IKZF3
5565	PRKAB2	28999	KLF15
5565	PRKAB2	51608	GET4
5565	PRKAB2	54906	FAM208B
5565	PRKAB2	54971	BANP
5565	PRKAB2	57459	GATAD2B
5565	PRKAB2	79656	BEND5
5565	PRKAB2	80125	CCDC33
5565	PRKAB2	83755	KRTAP4-12
5565	PRKAB2	83899	KRTAP9-2
5565	PRKAB2	84445	LZTS2
5565	PRKAB2	85280	KRTAP9-4
5565	PRKAB2	85291	KRTAP4-2
5565	PRKAB2	85376	RIMBP3
5565	PRKAB2	90993	CREB3L1
5565	PRKAB2	91544	UBXN11
5565	PRKAB2	121268	RHEBL1
5565	PRKAB2	125115	KRT40
5565	PRKAB2	339834	CCDC36
5565	PRKAB2	386675	KRTAP10-7
5565	PRKAB2	386676	KRTAP10-9
5565	PRKAB2	386680	KRTAP10-5
5565	PRKAB2	386681	KRTAP10-8
5565	PRKAB2	386682	KRTAP10-3
5565	PRKAB2	415117	STX19
5567	PRKACB	10513	APPBP2
5571	PRKAG1	9817	KEAP1
5571	PRKAG1	83659	TEKT1
5571	PRKAG1	84970	C1orf94
5571	PRKAG1	85291	KRTAP4-2
5571	PRKAG1	386682	KRTAP10-3
5577	PRKAR2B	6883	TAF12
5577	PRKAR2B	9465	AKAP7
5583	PRKCH	54971	BANP
5584	PRKCI	50855	PARD6A
5584	PRKCI	84612	PARD6B
5585	PKN1	7431	VIM
5585	PKN1	9454	HOMER3
5585	PKN1	117178	SSX2IP
5585	PKN1	285753	CEP57L1
5592	PRKG1	9726	ZNF646
5592	PRKG1	220108	FAM124A
5597	MAPK6	8550	MAPKAPK5
5598	MAPK7	11065	UBE2C
5601	MAPK9	6470	SHMT1
5601	MAPK9	10262	SF3B4
5601	MAPK9	56159	TEX11
5601	MAPK9	80125	CCDC33
5601	MAPK9	80258	EFHC2
5601	MAPK9	80817	CEP44
5601	MAPK9	84456	L3MBTL3
5601	MAPK9	84708	LNX1
5601	MAPK9	84970	C1orf94
5601	MAPK9	284403	WDR62
5601	MAPK9	440087	SMCO3
5604	MAP2K1	54971	BANP
5605	MAP2K2	23582	CCNDBP1
5612	PRKRIR	6867	TACC1
5620	PRM2	386675	KRTAP10-7
5620	PRM2	386677	KRTAP10-1
5631	PRPS1	5631	PRPS1
5631	PRPS1	5634	PRPS2
5631	PRPS1	5635	PRPSAP1
5631	PRPS1	51324	SPG21
5634	PRPS2	5634	PRPS2
5634	PRPS2	5635	PRPSAP1
5634	PRPS2	55093	WDYHV1
5634	PRPS2	388677	NOTCH2NL
5639	PRRG2	89885	FATE1
5669	PSG1	8473	OGT
5682	PSMA1	5684	PSMA3
5682	PSMA1	5966	REL
5682	PSMA1	5987	TRIM27
5682	PSMA1	6925	TCF4
5682	PSMA1	6938	TCF12
5682	PSMA1	6999	TDO2
5682	PSMA1	7126	TNFAIP1
5682	PSMA1	7143	TNR
5682	PSMA1	7185	TRAF1
5682	PSMA1	7415	VCP
5682	PSMA1	7681	MKRN3
5682	PSMA1	8379	MAD1L1
5682	PSMA1	8548	BLZF1
5682	PSMA1	8687	KRT38
5682	PSMA1	9240	PNMA1
5682	PSMA1	9454	HOMER3
5682	PSMA1	10107	TRIM10
5682	PSMA1	10320	IKZF1
5682	PSMA1	10687	PNMA2
5682	PSMA1	10919	EHMT2
5682	PSMA1	11043	MID2
5682	PSMA1	22806	IKZF3
5682	PSMA1	22919	MAPRE1
5682	PSMA1	22924	MAPRE3
5682	PSMA1	23281	MTUS2
5682	PSMA1	23641	LDOC1
5682	PSMA1	51074	APIP
5682	PSMA1	51100	SH3GLB1
5682	PSMA1	51225	ABI3
5682	PSMA1	54763	ROPN1
5682	PSMA1	54793	KCTD9
5682	PSMA1	55722	CEP72
5682	PSMA1	63978	PRDM14
5682	PSMA1	79158	GNPTAB
5682	PSMA1	79839	CCDC102B
5682	PSMA1	80321	CEP70
5682	PSMA1	84445	LZTS2
5682	PSMA1	90410	IFT20
5682	PSMA1	91544	UBXN11
5682	PSMA1	114824	PNMA5
5682	PSMA1	114932	MRFAP1L1
5682	PSMA1	117178	SSX2IP
5682	PSMA1	125115	KRT40
5682	PSMA1	283899	INO80E
5682	PSMA1	284252	KCTD1
5682	PSMA1	287015	TRIM42
5682	PSMA1	388677	NOTCH2NL
5684	PSMA3	5684	PSMA3
5684	PSMA3	5687	PSMA6
5684	PSMA3	5692	PSMB4
5684	PSMA3	5866	RAB3IL1
5684	PSMA3	6628	SNRPB
5684	PSMA3	6631	SNRPC
5684	PSMA3	6810	STX4
5684	PSMA3	7536	SF1
5684	PSMA3	8862	APLN
5684	PSMA3	10169	SERF2
5684	PSMA3	10228	STX6
5684	PSMA3	10385	BTN2A2
5684	PSMA3	10650	SLMO1
5684	PSMA3	11144	DMC1
5684	PSMA3	22859	LPHN1
5684	PSMA3	23132	RAD54L2
5684	PSMA3	23288	IQCE
5684	PSMA3	23543	RBFOX2
5684	PSMA3	25793	FBXO7
5684	PSMA3	25930	PTPN23
5684	PSMA3	26003	GORASP2
5684	PSMA3	26112	CCDC69
5684	PSMA3	30011	SH3KBP1
5684	PSMA3	54458	PRR13
5684	PSMA3	55048	VPS37C
5684	PSMA3	56477	CCL28
5684	PSMA3	58524	DMRT3
5684	PSMA3	63027	SLC22A23
5684	PSMA3	79171	RBM42
5684	PSMA3	80017	C14orf159
5684	PSMA3	80028	FBXL18
5684	PSMA3	80742	PRR3
5684	PSMA3	83640	FAM103A1
5684	PSMA3	83719	YPEL3
5684	PSMA3	84063	KIRREL2
5684	PSMA3	84939	MUM1
5684	PSMA3	84996	URB1-AS1
5684	PSMA3	91869	RFT1
5684	PSMA3	92070	CTBP1-AS2
5684	PSMA3	92346	C1orf105
5684	PSMA3	92359	CRB3
5684	PSMA3	116039	OSR2
5684	PSMA3	122060	SLAIN1
5684	PSMA3	125058	TBC1D16
5684	PSMA3	129807	NEU4
5684	PSMA3	145946	SPATA8
5684	PSMA3	149950	LOC149950
5684	PSMA3	152756	FAM218A
5684	PSMA3	167465	ZNF366
5684	PSMA3	170394	PWWP2B
5684	PSMA3	201181	ZNF385C
5684	PSMA3	219988	PATL1
5684	PSMA3	257000	TINCR
5684	PSMA3	283165	KIRREL3-AS3
5684	PSMA3	284069	FAM171A2
5684	PSMA3	284276	LINC00908
5684	PSMA3	284618	RUSC1-AS1
5684	PSMA3	285093	RTP5
5684	PSMA3	337879	KRTAP8-1
5684	PSMA3	337972	KRTAP19-5
5684	PSMA3	388818	KRTAP26-1
5684	PSMA3	414318	C9orf106
5684	PSMA3	542767	C1QTNF9B-AS1
5685	PSMA4	10320	IKZF1
5687	PSMA6	23705	CADM1
5687	PSMA6	29068	ZBTB44
5687	PSMA6	56658	TRIM39
5687	PSMA6	79173	C19orf57
5687	PSMA6	80774	LIMD2
5687	PSMA6	81790	RNF170
5687	PSMA6	85291	KRTAP4-2
5687	PSMA6	285093	RTP5
5689	PSMB1	5987	TRIM27
5689	PSMB1	7185	TRAF1
5689	PSMB1	22924	MAPRE3
5690	PSMB2	54793	KCTD9
5691	PSMB3	5987	TRIM27
5692	PSMB4	123722	FSD2
5699	PSMB10	23582	CCNDBP1
5700	PSMC1	5708	PSMD2
5700	PSMC1	5711	PSMD5
5700	PSMC1	653121	ZBTB8A
5701	PSMC2	5711	PSMD5
5702	PSMC3	5702	PSMC3
5702	PSMC3	5706	PSMC6
5702	PSMC3	5715	PSMD9
5702	PSMC3	23028	KDM1A
5702	PSMC3	51421	AMOTL2
5704	PSMC4	5716	PSMD10
5705	PSMC5	8687	KRT38
5705	PSMC5	125115	KRT40
5706	PSMC6	5706	PSMC6
5706	PSMC6	5715	PSMD9
5706	PSMC6	6386	SDCBP
5706	PSMC6	51700	CYB5R2
5706	PSMC6	57639	CCDC146
5708	PSMD2	134510	UBLCP1
5709	PSMD3	7979	SHFM1
5709	PSMD3	23099	ZBTB43
5709	PSMD3	80817	CEP44
5711	PSMD5	7024	TFCP2
5713	PSMD7	10213	PSMD14
5715	PSMD9	10768	AHCYL1
5715	PSMD9	51517	NCKIPSD
5715	PSMD9	54971	BANP
5715	PSMD9	56658	TRIM39
5715	PSMD9	64753	CCDC136
5715	PSMD9	287015	TRIM42
5720	PSME1	5720	PSME1
5723	PSPH	5723	PSPH
5725	PTBP1	5725	PTBP1
5725	PTBP1	6626	SNRPA
5730	PTGDS	386675	KRTAP10-7
5730	PTGDS	386682	KRTAP10-3
5733	PTGER3	5966	REL
5733	PTGER3	6925	TCF4
5733	PTGER3	8601	RGS20
5733	PTGER3	8687	KRT38
5733	PTGER3	10253	SPRY2
5733	PTGER3	26575	RGS17
5733	PTGER3	30008	EFEMP2
5733	PTGER3	54507	ADAMTSL4
5733	PTGER3	80125	CCDC33
5733	PTGER3	125115	KRT40
5733	PTGER3	146664	MGAT5B
5733	PTGER3	287015	TRIM42
5733	PTGER3	386675	KRTAP10-7
5733	PTGER3	386676	KRTAP10-9
5733	PTGER3	386681	KRTAP10-8
5733	PTGER3	386682	KRTAP10-3
5733	PTGER3	388324	INCA1
