entrez_gene_ida	symbol_a	entrez_gene_idb	symbol_b
8541	PPFIA3	26059	ERC2
5155	PDGFB	5159	PDGFRB
11252	PACSIN2	29993	PACSIN1
23268	DNMBP	55909	BIN3
8425	LTBP4	57761	TRIB3
324	APC	3728	JUP
2275	FHL3	2275	FHL3
2034	EPAS1	9915	ARNT2
1789	DNMT3B	7329	UBE2I
5747	PTK2	5829	PXN
5300	PIN1	7157	TP53
6712	SPTBN2	10121	ACTR1A
8500	PPFIA1	10499	NCOA2
6390	SDHB	7158	TP53BP1
5898	RALA	8531	YBX3
9631	NUP155	9759	HDAC4
10291	SF3A1	55660	PRPF40A
10656	KHDRBS3	25920	NELFB
5585	PKN1	7431	VIM
6047	RNF4	6942	TCF20
5501	PPP1CC	55183	RIF1
3320	HSP90AA1	10728	PTGES3
2064	ERBB2	5335	PLCG1
2175	FANCA	3551	IKBKB
323	APBB2	351	APP
7013	TERF1	80351	TNKS2
6304	SATB1	7329	UBE2I
5782	PTPN12	5829	PXN
29911	HOOK2	84376	HOOK3
988	CDC5L	988	CDC5L
2888	GRB14	3643	INSR
6500	SKP1	26268	FBXO9
8878	SQSTM1	8878	SQSTM1
801	CALM1	4651	MYO10
4088	SMAD3	29950	SERTAD1
9611	NCOR1	10587	TXNRD2
8021	NUP214	57510	XPO5
1822	ATN1	84528	RHOXF2
55284	UBE2W	79102	RNF26
4904	YBX1	140890	SREK1
1647	GADD45A	6256	RXRA
7013	TERF1	51132	RLIM
3192	HNRNPU	5456	POU3F4
1387	CREBBP	8517	IKBKG
1488	CTBP2	8535	CBX4
4292	MLH1	5378	PMS1
163	AP2B1	701	BUB1B
283518	KCNRG	283518	KCNRG
1869	E2F1	3054	HCFC1
7025	NR2F1	64919	BCL11B
6602	SMARCD1	9638	FEZ1
672	BRCA1	83990	BRIP1
10933	MORF4L1	93621	MRFAP1
4084	MXD1	6945	MLX
3055	HCK	7454	WAS
2534	FYN	8631	SKAP1
10693	CCT6B	22976	PAXIP1
3981	LIG4	7453	WARS
3091	HIF1A	4193	MDM2
5174	PDZK1	116085	SLC22A12
1973	EIF4A1	27250	PDCD4
4790	NFKB1	8091	HMGA2
6776	STAT5A	6776	STAT5A
50848	F11R	56288	PARD3
1630	DCC	5747	PTK2
10155	TRIM28	11335	CBX3
5869	RAB5B	79890	RIN3
7372	UMPS	7372	UMPS
2272	FHIT	7329	UBE2I
7276	TTR	7276	TTR
2534	FYN	55824	PAG1
1487	CTBP1	27086	FOXP1
51199	NIN	51637	C14orf166
23764	MAFF	23764	MAFF
394	ARHGAP5	27289	RND1
675	BRCA2	2189	FANCG
1936	EEF1D	10533	ATG7
3987	LIMS1	6251	RSU1
9611	NCOR1	10062	NR1H3
9013	TAF1C	79101	TAF1D
26523	AGO1	27161	AGO2
5573	PRKAR1A	5575	PRKAR1B
3987	LIMS1	7114	TMSB4X
4751	NEK2	4751	NEK2
3688	ITGB1	7529	YWHAB
6929	TCF3	7291	TWIST1
2931	GSK3A	3326	HSP90AB1
6885	MAP3K7	6885	MAP3K7
7450	VWF	7450	VWF
2690	GHR	2885	GRB2
8290	HIST3H3	23466	CBX6
9522	SCAMP1	11276	SYNRG
4131	MAP1B	8125	ANP32A
5311	PKD2	7220	TRPC1
8683	SRSF9	22927	HABP4
3643	INSR	25970	SH2B1
64785	GINS3	84296	GINS4
8161	COIL	56899	ANKS1B
1965	EIF2S1	1968	EIF2S3
3093	UBE2K	91445	RNF185
8831	SYNGAP1	9706	ULK2
2033	EP300	7528	YY1
5048	PAFAH1B1	6249	CLIP1
1600	DAB1	6477	SIAH1
1641	DCX	8239	USP9X
1315	COPB1	26958	COPG2
5564	PRKAB1	5571	PRKAG1
5684	PSMA3	5688	PSMA7
10971	YWHAQ	51564	HDAC7
1277	COL1A1	2335	FN1
23054	NCOA6	23054	NCOA6
79902	NUP85	729230	CCR2
1415	CRYBB2	1415	CRYBB2
7186	TRAF2	148022	TICAM1
406	ARNTL	9575	CLOCK
3480	IGF1R	8835	SOCS2
997	CDC34	5885	RAD21
7311	UBA52	7311	UBA52
51458	RHCG	51458	RHCG
2339	FNTA	7046	TGFBR1
468	ATF4	468	ATF4
324	APC	5903	RANBP2
5664	PSEN2	10519	CIB1
7874	USP7	55182	RNF220
5701	PSMC2	85363	TRIM5
317	APAF1	51074	APIP
801	CALM1	1813	DRD2
27258	LSM3	57819	LSM2
4616	GADD45B	90480	GADD45GIP1
8743	TNFSF10	8795	TNFRSF10B
547	KIF1A	547	KIF1A
382	ARF6	23647	ARFIP2
2132	EXT2	10131	TRAP1
5048	PAFAH1B1	5049	PAFAH1B2
868	CBLB	23607	CD2AP
4956	ODF1	7205	TRIP6
5621	PRNP	55843	ARHGAP15
4335	MNT	6945	MLX
898	CCNE1	1026	CDKN1A
6774	STAT3	64332	NFKBIZ
2668	GDNF	2674	GFRA1
26258	BLOC1S6	26258	BLOC1S6
4292	MLH1	5000	ORC4
6240	RRM1	6241	RRM2
8856	NR1I2	23054	NCOA6
4502	MT2A	5587	PRKD1
8507	ENC1	112939	NACC1
3725	JUN	4666	NACA
5987	TRIM27	22954	TRIM32
6500	SKP1	26190	FBXW2
142	PARP1	7329	UBE2I
10155	TRIM28	51438	MAGEC2
8867	SYNJ1	30011	SH3KBP1
3980	LIG3	79661	NEIL1
391	RHOG	3895	KTN1
1399	CRKL	5295	PIK3R1
4218	RAB8A	10133	OPTN
25936	NSL1	79980	DSN1
919	CD247	5788	PTPRC
581	BAX	64112	MOAP1
1019	CDK4	8317	CDC7
7461	CLIP2	23122	CLASP2
3184	HNRNPD	3316	HSPB2
6872	TAF1	7343	UBTF
5819	PVRL2	25945	PVRL3
335	APOA1	341	APOC1
6923	TCEB2	51676	ASB2
1432	MAPK14	27429	HTRA2
93	ACVR2B	3624	INHBA
4772	NFATC1	7329	UBE2I
581	BAX	4170	MCL1
53615	MBD3	53615	MBD3
6790	AURKA	6790	AURKA
387	RHOA	3895	KTN1
308	ANXA5	3791	KDR
79001	VKORC1	79001	VKORC1
6278	S100A7	10987	COPS5
3479	IGF1	3487	IGFBP4
4207	MEF2BNB-MEF2B	4207	MEF2BNB-MEF2B
80351	TNKS2	85456	TNKS1BP1
1051	CEBPB	1958	EGR1
2494	NR5A2	8648	NCOA1
5914	RARA	6256	RXRA
22938	SNW1	56259	CTNNBL1
5914	RARA	9611	NCOR1
596	BCL2	638	BIK
5901	RAN	84220	RGPD5
6477	SIAH1	8650	NUMB
196	AHR	405	ARNT
1385	CREB1	283629	TSSK4
5691	PSMB3	5693	PSMB5
7323	UBE2D3	9354	UBE4A
801	CALM1	7531	YWHAE
7307	U2AF1	79576	NKAP
4952	OCRL	144717	FAM109A
10907	TXNL4A	24148	PRPF6
2037	EPB41L2	2286	FKBP2
1019	CDK4	3326	HSP90AB1
2802	GOLGA3	63826	SRR
6595	SMARCA2	6760	SS18
607	BCL9	1499	CTNNB1
8350	HIST1H3A	80854	SETD7
5827	PXMP2	10572	SIVA1
1616	DAXX	22938	SNW1
5591	PRKDC	10519	CIB1
409	ARRB2	6416	MAP2K4
6240	RRM1	10524	KAT5
3064	HTT	28964	GIT1
6299	SALL1	7329	UBE2I
2908	NR3C1	8648	NCOA1
8022	LHX3	26160	IFT172
9444	QKI	54715	RBFOX1
4486	MST1R	7529	YWHAB
27258	LSM3	51691	LSM8
3661	IRF3	23426	GRIP1
5371	PML	54778	RNF111
64326	RFWD2	64326	RFWD2
7010	TEK	79155	TNIP2
5424	POLD1	57804	POLD4
3932	LCK	5588	PRKCQ
6774	STAT3	6774	STAT3
939	CD27	10572	SIVA1
7161	TP73	10413	YAP1
5195	PEX14	5824	PEX19
1956	EGFR	10971	YWHAQ
1822	ATN1	9863	MAGI2
7128	TNFAIP3	7529	YWHAB
5499	PPP1CA	26133	TRPC4AP
1410	CRYAB	5684	PSMA3
1415	CRYBB2	1420	CRYGC
392	ARHGAP1	663	BNIP2
10772	SRSF10	140890	SREK1
6548	SLC9A1	54997	TESC
1656	DDX6	6311	ATXN2
163	AP2B1	409	ARRB2
24148	PRPF6	26121	PRPF31
5710	PSMD4	10537	UBD
1956	EGFR	5052	PRDX1
2006	ELN	30008	EFEMP2
4615	MYD88	54106	TLR9
5562	PRKAA1	5564	PRKAB1
1386	ATF2	8061	FOSL1
4869	NPM1	140890	SREK1
9101	USP8	57132	CHMP1B
26157	GIMAP2	26157	GIMAP2
1075	CTSC	1075	CTSC
5499	PPP1CA	10048	RANBP9
3326	HSP90AB1	26355	FAM162A
2534	FYN	5588	PRKCQ
5433	POLR2D	5436	POLR2G
4193	MDM2	7157	TP53
10450	PPIE	56949	XAB2
6881	TAF10	80854	SETD7
9185	REPS2	10928	RALBP1
7186	TRAF2	8764	TNFRSF14
2885	GRB2	6464	SHC1
4292	MLH1	83990	BRIP1
1387	CREBBP	1499	CTNNB1
3937	LCP2	7534	YWHAZ
10015	PDCD6IP	92421	CHMP4C
5621	PRNP	26523	AGO1
708	C1QBP	5580	PRKCD
367	AR	6597	SMARCA4
3725	JUN	10488	CREB3
7014	TERF2	64858	DCLRE1B
3312	HSPA8	10963	STIP1
867	CBL	4233	MET
1053	CEBPE	1053	CEBPE
1003	CDH5	1832	DSP
4615	MYD88	51135	IRAK4
6872	TAF1	25842	ASF1A
3094	HINT1	3094	HINT1
4173	MCM4	4175	MCM6
3838	KPNA2	6446	SGK1
5111	PCNA	26073	POLDIP2
7534	YWHAZ	25937	WWTR1
823	CAPN1	2189	FANCG
23400	ATP13A2	58505	OSTC
7321	UBE2D1	11074	TRIM31
6714	SRC	80306	MED28
3674	ITGA2B	3690	ITGB3
1649	DDIT3	3727	JUND
10537	UBD	55236	UBA6
3430	IFI35	9111	NMI
3091	HIF1A	3326	HSP90AB1
367	AR	2274	FHL2
80776	B9D2	150737	TTC30B
4803	NGF	4804	NGFR
929	CD14	11213	IRAK3
1665	DHX15	84991	RBM17
405	ARNT	6714	SRC
3178	HNRNPA1	3178	HNRNPA1
5189	PEX1	5190	PEX6
3198	HOXA1	30008	EFEMP2
6777	STAT5B	9111	NMI
2932	GSK3B	11215	AKAP11
8887	TAX1BP1	10241	CALCOCO2
5705	PSMC5	6256	RXRA
1791	DNTT	116092	DNTTIP1
2185	PTK2B	8835	SOCS2
1742	DLG4	9228	DLGAP2
3276	PRMT1	3454	IFNAR1
634	CEACAM1	9607	CARTPT
4193	MDM2	6285	S100B
5692	PSMB4	5693	PSMB5
3949	LDLR	255738	PCSK9
998	CDC42	5584	PRKCI
3726	JUNB	6996	TDG
2913	GRM3	23426	GRIP1
5798	PTPRN	399979	SNX19
5682	PSMA1	5683	PSMA2
6421	SFPQ	140890	SREK1
4792	NFKBIA	5783	PTPN13
5914	RARA	7704	ZBTB16
842	CASP9	842	CASP9
2873	GPS1	8533	COPS3
5525	PPP2R5A	26354	GNL3
57805	CCAR2	63925	ZNF335
51160	VPS28	137492	VPS37A
335	APOA1	3240	HP
7251	TSG101	137492	VPS37A
9055	PRC1	24137	KIF4A
5728	PTEN	29997	GLTSCR2
4088	SMAD3	9372	ZFYVE9
582	BBS1	11315	PARK7
4170	MCL1	27113	BBC3
11267	SNF8	11267	SNF8
5515	PPP2CA	5525	PPP2R5A
3326	HSP90AB1	4921	DDR2
10664	CTCF	23512	SUZ12
3091	HIF1A	7428	VHL
2316	FLNA	2885	GRB2
9295	SRSF11	11338	U2AF2
6129	RPL7	7553	ZNF7
9025	RNF8	10477	UBE2E3
1499	CTNNB1	84662	GLIS2
6117	RPA1	83990	BRIP1
4207	MEF2BNB-MEF2B	23523	CABIN1
9810	RNF40	79577	CDC73
1488	CTBP2	3090	HIC1
9513	FXR2	23191	CYFIP1
2273	FHL1	59269	HIVEP3
23011	RAB21	23499	MACF1
1158	CKM	84676	TRIM63
1387	CREBBP	9325	TRIP4
5576	PRKAR2A	8165	AKAP1
1742	DLG4	2064	ERBB2
408	ARRB1	5144	PDE4D
1069	CETN2	9738	CCP110
1956	EGFR	7534	YWHAZ
286	ANK1	7273	TTN
7253	TSHR	23513	SCRIB
11186	RASSF1	83593	RASSF5
2035	EPB41	4926	NUMA1
8517	IKBKG	8908	GYG2
55662	HIF1AN	80351	TNKS2
3838	KPNA2	5896	RAG1
3313	HSPA9	25920	NELFB
6921	TCEB1	84727	SPSB2
5901	RAN	29098	RANGRF
4149	MAX	4609	MYC
29108	PYCARD	114548	NLRP3
8874	ARHGEF7	50944	SHANK1
10488	CREB3	10978	CLP1
7157	TP53	9820	CUL7
51619	UBE2D4	64320	RNF25
29760	BLNK	30011	SH3KBP1
31	ACACA	672	BRCA1
8655	DYNLL1	10399	GNB2L1
7187	TRAF3	8737	RIPK1
4734	NEDD4	6337	SCNN1A
4086	SMAD1	6942	TCF20
5218	CDK14	23176	SEPT8
4752	NEK3	7410	VAV2
4085	MAD2L1	8379	MAD1L1
2534	FYN	80306	MED28
88	ACTN2	2902	GRIN1
5073	PARN	5073	PARN
624	BDKRB2	1636	ACE
1616	DAXX	11315	PARK7
5894	RAF1	22800	RRAS2
1058	CENPA	1730	DIAPH2
8350	HIST1H3A	23492	CBX7
2187	FANCB	80233	C17orf70
23051	ZHX3	23051	ZHX3
7015	TERT	10728	PTGES3
10959	TMED2	26003	GORASP2
9092	SART1	24148	PRPF6
7564	ZNF16	388324	INCA1
1843	DUSP1	5595	MAPK3
55227	LRRC1	55914	ERBB2IP
4771	NF2	9146	HGS
5479	PPIB	5617	PRL
708	C1QBP	7448	VTN
5894	RAF1	10256	CNKSR1
7137	TNNI3	7139	TNNT2
22954	TRIM32	22954	TRIM32
1616	DAXX	6737	TRIM21
330	BIRC3	7321	UBE2D1
5970	RELA	9817	KEAP1
7088	TLE1	7088	TLE1
7157	TP53	7874	USP7
7037	TFRC	7037	TFRC
4088	SMAD3	9839	ZEB2
8517	IKBKG	83786	FRMD8
6337	SCNN1A	23327	NEDD4L
5192	PEX10	5193	PEX12
9641	IKBKE	10010	TANK
867	CBL	23607	CD2AP
3455	IFNAR2	10379	IRF9
7430	EZR	7430	EZR
5499	PPP1CA	9814	SFI1
2316	FLNA	7428	VHL
995	CDC25C	5347	PLK1
4602	MYB	27044	SND1
4294	MAP3K10	9318	COPS2
5824	PEX19	8799	PEX11B
1475	CSTA	1475	CSTA
896	CCND3	1019	CDK4
3309	HSPA5	64374	SIL1
11051	NUDT21	11052	CPSF6
5605	MAP2K2	10987	COPS5
6456	SH3GL2	30011	SH3KBP1
7534	YWHAZ	9564	BCAR1
4173	MCM4	8317	CDC7
867	CBL	5295	PIK3R1
3643	INSR	6464	SHC1
3326	HSP90AB1	5587	PRKD1
7128	TNFAIP3	7186	TRAF2
3312	HSPA8	10273	STUB1
5511	PPP1R8	23451	SF3B1
7067	THRA	9612	NCOR2
87	ACTN1	117178	SSX2IP
2787	GNG5	59345	GNB4
23644	EDC4	196513	DCP1B
2005	ELK4	6722	SRF
6274	S100A3	6274	S100A3
163	AP2B1	6453	ITSN1
3516	RBPJ	9541	CIR1
3320	HSP90AA1	9049	AIP
6500	SKP1	114907	FBXO32
2074	ERCC6	8350	HIST1H3A
7532	YWHAG	23136	EPB41L3
5590	PRKCZ	9638	FEZ1
25	ABL1	672	BRCA1
7454	WAS	9051	PSTPIP1
599	BCL2L2	27113	BBC3
3842	TNPO1	4670	HNRNPM
5594	MAPK1	64333	ARHGAP9
2150	F2RL1	10959	TMED2
7251	TSG101	55165	CEP55
4063	LY9	4068	SH2D1A
672	BRCA1	9111	NMI
6385	SDC4	6385	SDC4
801	CALM1	8536	CAMK1
1021	CDK6	1026	CDKN1A
5268	SERPINB5	10942	PRSS21
7189	TRAF6	171392	ZNF675
634	CEACAM1	1088	CEACAM8
5111	PCNA	9588	PRDX6
4214	MAP3K1	5601	MAPK9
6257	RXRB	8648	NCOA1
867	CBL	8470	SORBS2
9337	CNOT8	57472	CNOT6
867	CBL	7529	YWHAB
1234	CCR5	6351	CCL4
54715	RBFOX1	84528	RHOXF2
7128	TNFAIP3	152137	CCDC50
2495	FTH1	4149	MAX
2186	BPTF	8294	HIST1H4I
9265	CYTH3	26034	IPCEF1
163	AP2B1	408	ARRB1
29763	PACSIN3	29993	PACSIN1
4609	MYC	5204	PFDN5
8932	MBD2	25988	HINFP
5365	PLXNB3	9826	ARHGEF11
4001	LMNB1	7112	TMPO
6314	ATXN7	26155	NOC2L
331	XIAP	10454	TAB1
1840	DTX1	2033	EP300
4335	MNT	25942	SIN3A
1616	DAXX	4193	MDM2
3619	INCENP	55143	CDCA8
7189	TRAF6	23495	TNFRSF13B
3605	IL17A	23765	IL17RA
150684	COMMD1	170622	COMMD6
4734	NEDD4	6340	SCNN1G
10376	TUBA1B	90627	STARD13
8773	SNAP23	134957	STXBP5
8784	TNFRSF18	8995	TNFSF18
2100	ESR2	57109	REXO4
81030	ZBP1	81030	ZBP1
9638	FEZ1	23286	WWC1
6035	RNASE1	6035	RNASE1
5885	RAD21	23645	PPP1R15A
6310	ATXN1	11030	RBPMS
3015	H2AFZ	3619	INCENP
4089	SMAD4	6498	SKIL
7421	VDR	7421	VDR
1387	CREBBP	3661	IRF3
3635	INPP5D	5175	PECAM1
4282	MIF	10018	BCL2L11
1122	CHML	5864	RAB3A
3481	IGF2	3487	IGFBP4
6500	SKP1	26272	FBXO4
990	CDC6	5523	PPP2R3A
7551	ZNF3	7988	ZNF212
4171	MCM2	10270	AKAP8
2147	F2	2149	F2R
4092	SMAD7	23327	NEDD4L
2783	GNB2	2793	GNGT2
8405	SPOP	9555	H2AFY
5819	PVRL2	10666	CD226
11252	PACSIN2	50807	ASAP1
1642	DDB1	26133	TRPC4AP
2885	GRB2	8871	SYNJ2
4968	OGG1	7515	XRCC1
10540	DCTN2	23299	BICD2
2643	GCH1	2643	GCH1
1912	PHC2	6477	SIAH1
367	AR	6736	SRY
823	CAPN1	831	CAST
4301	MLLT4	25945	PVRL3
3667	IRS1	6464	SHC1
5430	POLR2A	6917	TCEA1
267	AMFR	7415	VCP
5710	PSMD4	29970	SCHIP1
5562	PRKAA1	51185	CRBN
3981	LIG4	23022	PALLD
3550	IK	91603	ZNF830
7988	ZNF212	7988	ZNF212
5393	EXOSC9	22894	DIS3
7189	TRAF6	10771	ZMYND11
55644	OSGEP	112858	TP53RK
3611	ILK	55742	PARVA
2534	FYN	3326	HSP90AB1
7177	TPSAB1	7177	TPSAB1
5584	PRKCI	84612	PARD6B
5359	PLSCR1	6590	SLPI
6929	TCF3	642658	SCX
7249	TSC2	54461	FBXW5
8751	ADAM15	29763	PACSIN3
5292	PIM1	58533	SNX6
3224	HOXC8	4091	SMAD6
9618	TRAF4	57154	SMURF1
51666	ASB4	55662	HIF1AN
7957	EPM2A	9852	EPM2AIP1
5898	RALA	55770	EXOC2
1739	DLG1	2903	GRIN2A
7323	UBE2D3	64320	RNF25
6453	ITSN1	8853	ASAP2
2145	EZH1	8726	EED
8717	TRADD	8772	FADD
867	CBL	30011	SH3KBP1
6921	TCEB1	10966	RAB40B
3718	JAK3	6776	STAT5A
3091	HIF1A	7157	TP53
50943	FOXP3	64375	IKZF4
2773	GNAI3	5997	RGS2
2672	GFI1	10425	ARIH2
331	XIAP	7323	UBE2D3
3745	KCNB1	169522	KCNV2
604	BCL6	9612	NCOR2
3759	KCNJ2	66008	TRAK2
9311	ASIC3	57120	GOPC
596	BCL2	663	BNIP2
322	APBB1	11052	CPSF6
5586	PKN2	5783	PTPN13
5621	PRNP	11091	WDR5
3775	KCNK1	7329	UBE2I
5573	PRKAR1A	5573	PRKAR1A
990	CDC6	4998	ORC1
3039	HBA1	3039	HBA1
10152	ABI2	30011	SH3KBP1
1147	CHUK	1387	CREBBP
1500	CTNND1	10009	ZBTB33
6890	TAP1	6891	TAP2
2770	GNAI1	6002	RGS12
4088	SMAD3	8878	SQSTM1
3553	IL1B	3554	IL1R1
4841	NONO	200186	CRTC2
7157	TP53	7486	WRN
1387	CREBBP	10498	CARM1
7158	TP53BP1	8655	DYNLL1
1540	CYLD	10293	TRAIP
6915	TBXA2R	10549	PRDX4
10474	TADA3	51588	PIAS4
51684	SUFU	51684	SUFU
602	BCL3	1488	CTBP2
10557	RPP38	10775	POP4
8517	IKBKG	170082	TCEANC
3455	IFNAR2	10399	GNB2L1
6310	ATXN1	8557	TCAP
7318	UBA7	9636	ISG15
6256	RXRA	7068	THRB
3054	HCFC1	3054	HCFC1
8350	HIST1H3A	9682	KDM4A
4750	NEK1	9637	FEZ2
10533	ATG7	83734	ATG10
7188	TRAF5	8764	TNFRSF14
2237	FEN1	7486	WRN
2353	FOS	7692	ZNF133
2260	FGFR1	10817	FRS3
4831	NME2	7013	TERF1
1601	DAB2	2885	GRB2
8543	LMO4	9079	LDB2
2690	GHR	5771	PTPN2
9040	UBE2M	9978	RBX1
27339	PRPF19	51362	CDC40
2033	EP300	7161	TP73
55660	PRPF40A	55660	PRPF40A
4221	MEN1	11168	PSIP1
4204	MECP2	6595	SMARCA2
3725	JUN	4780	NFE2L2
941	CD80	29126	CD274
3346	HTN1	4589	MUC7
9491	PSMF1	25793	FBXO7
5478	PPIA	5530	PPP3CA
5687	PSMA6	5688	PSMA7
10134	BCAP31	10134	BCAP31
10013	HDAC6	122953	JDP2
4780	NFE2L2	7975	MAFK
4613	MYCN	9111	NMI
889	KRIT1	9270	ITGB1BP1
8405	SPOP	8452	CUL3
652	BMP4	657	BMPR1A
9612	NCOR2	22938	SNW1
596	BCL2	5501	PPP1CC
7187	TRAF3	7293	TNFRSF4
2057	EPOR	8835	SOCS2
1719	DHFR	7157	TP53
2551	GABPA	3054	HCFC1
3093	UBE2K	6045	RNF2
2081	ERN1	51347	TAOK3
994	CDC25B	7534	YWHAZ
2810	SFN	10014	HDAC5
5911	RAP2A	10900	RUNDC3A
7704	ZBTB16	23118	TAB2
5292	PIM1	9429	ABCG2
2688	GH1	2690	GHR
2534	FYN	9564	BCAR1
7186	TRAF2	8915	BCL10
9149	DYRK1B	84445	LZTS2
1499	CTNNB1	2064	ERBB2
351	APP	9546	APBA3
7324	UBE2E1	9025	RNF8
5083	PAX9	10765	KDM5B
5048	PAFAH1B1	81565	NDEL1
1487	CTBP1	10320	IKZF1
3702	ITK	8517	IKBKG
142	PARP1	9918	NCAPD2
10971	YWHAQ	55758	RCOR3
10617	STAMBP	51652	CHMP3
8482	SEMA7A	10154	PLXNC1
4176	MCM7	55388	MCM10
5371	PML	6455	SH3GL1
4086	SMAD1	10273	STUB1
5204	PFDN5	10155	TRIM28
6520	SLC3A2	79850	FAM57A
5347	PLK1	84464	SLX4
7314	UBB	152137	CCDC50
2874	GPS2	4438	MSH4
2074	ERCC6	3012	HIST1H2AE
641	BLM	2237	FEN1
1601	DAB2	30011	SH3KBP1
2778	GNAS	4924	NUCB1
3183	HNRNPC	140890	SREK1
6500	SKP1	9978	RBX1
7415	VCP	9873	FCHSD2
1656	DDX6	80153	EDC3
1973	EIF4A1	7458	EIF4H
6714	SRC	8751	ADAM15
5817	PVR	201633	TIGIT
3624	INHBA	11167	FSTL1
660	BMX	80230	RUFY1
5111	PCNA	5424	POLD1
801	CALM1	4638	MYLK
4609	MYC	7528	YY1
8546	AP3B1	11127	KIF3A
1814	DRD3	23413	NCS1
3725	JUN	5970	RELA
2889	RAPGEF1	3055	HCK
6477	SIAH1	7322	UBE2D2
4172	MCM3	8888	MCM3AP
3195	TLX1	4212	MEIS2
5335	PLCG1	7409	VAV1
5698	PSMB9	8648	NCOA1
3298	HSF2	64151	NCAPG
8202	NCOA3	64210	MMS19
3159	HMGA1	5451	POU2F1
10920	COPS8	10920	COPS8
3981	LIG4	54812	AFTPH
163	AP2B1	1213	CLTC
1211	CLTA	10459	MAD2L2
8764	TNFRSF14	151888	BTLA
7979	SHFM1	55795	PCID2
1789	DNMT3B	29947	DNMT3L
1488	CTBP2	51274	KLF3
4690	NCK1	23043	TNIK
598	BCL2L1	5883	RAD9A
120892	LRRK2	120892	LRRK2
835	CASP2	835	CASP2
580	BARD1	2287	FKBP3
6714	SRC	23624	CBLC
23678	SGK3	83737	ITCH
3065	HDAC1	8930	MBD4
650	BMP2	659	BMPR2
3480	IGF1R	5770	PTPN1
1191	CLU	5468	PPARG
1852	DUSP9	5594	MAPK1
5174	PDZK1	6583	SLC22A4
1051	CEBPB	1385	CREB1
801	CALM1	4155	MBP
2058	EPRS	3376	IARS
10036	CHAF1A	23468	CBX5
166	AES	5970	RELA
7251	TSG101	79720	VPS37B
6310	ATXN1	342371	ATXN1L
10992	SF3B2	118924	FRA10AC1
125	ADH1B	125	ADH1B
2908	NR3C1	9282	MED14
3265	HRAS	5290	PIK3CA
29979	UBQLN1	29979	UBQLN1
367	AR	23132	RAD54L2
153	ADRB1	1742	DLG4
3064	HTT	51588	PIAS4
5725	PTBP1	9444	QKI
3122	HLA-DRA	4155	MBP
5427	POLE2	10284	SAP18
267	AMFR	7917	BAG6
2521	FUS	10772	SRSF10
9267	CYTH1	10139	ARFRP1
3667	IRS1	5599	MAPK8
2783	GNB2	2786	GNG4
4064	CD180	9450	LY86
7410	VAV2	10040	TOM1L1
4171	MCM2	5001	ORC5
6015	RING1	23429	RYBP
3326	HSP90AB1	7297	TYK2
9051	PSTPIP1	26469	PTPN18
2908	NR3C1	8204	NRIP1
6882	TAF11	7421	VDR
857	CAV1	7220	TRPC1
1975	EIF4B	1975	EIF4B
3178	HNRNPA1	140890	SREK1
3082	HGF	4233	MET
1814	DRD3	2316	FLNA
3315	HSPB1	5340	PLG
5610	EIF2AK2	5610	EIF2AK2
6844	VAMP2	23683	PRKD3
2961	GTF2E2	4163	MCC
1317	SLC31A1	1317	SLC31A1
3440	IFNA2	3455	IFNAR2
9817	KEAP1	81628	TSC22D4
2274	FHL2	3688	ITGB1
9311	ASIC3	64130	LIN7B
9779	TBC1D5	51699	VPS29
675	BRCA2	2177	FANCD2
55236	UBA6	65264	UBE2Z
1956	EGFR	9266	CYTH2
5140	PDE3B	10411	RAPGEF3
1029	CDKN2A	4171	MCM2
5499	PPP1CA	284352	PPP1R37
1232	CCR3	6356	CCL11
5111	PCNA	9156	EXO1
2100	ESR2	5469	MED1
5174	PDZK1	9855	FARP2
898	CCNE1	115426	UHRF2
6045	RNF2	7323	UBE2D3
1495	CTNNA1	3728	JUP
7430	EZR	23022	PALLD
4089	SMAD4	4090	SMAD5
2316	FLNA	2317	FLNB
9770	RASSF2	83593	RASSF5
6502	SKP2	8454	CUL1
7334	UBE2N	84937	ZNRF1
5295	PIK3R1	6464	SHC1
8473	OGT	25942	SIN3A
2170	FABP3	3688	ITGB1
902	CCNH	1488	CTBP2
8454	CUL1	55832	CAND1
56946	C11orf30	56946	C11orf30
2071	ERCC3	2965	GTF2H1
4826	NNAT	378884	NHLRC1
2516	NR5A1	8204	NRIP1
602	BCL3	4790	NFKB1
2873	GPS1	51138	COPS4
1630	DCC	4651	MYO10
51388	NIP7	55035	NOL8
2810	SFN	7157	TP53
5864	RAB3A	94121	SYTL4
3172	HNF4A	8431	NR0B2
6257	RXRB	8204	NRIP1
4929	NR4A2	9031	BAZ1B
88	ACTN2	11155	LDB3
3690	ITGB3	4067	LYN
23400	ATP13A2	204851	HIPK1
310	ANXA7	6717	SRI
2561	GABRB2	66008	TRAK2
582	BBS1	10211	FLOT1
4149	MAX	4601	MXI1
6498	SKIL	9612	NCOR2
2735	GLI1	51684	SUFU
5868	RAB5A	6386	SDCBP
23111	SPG20	83737	ITCH
4035	LRP1	10755	GIPC1
2547	XRCC6	5591	PRKDC
23265	EXOC7	27339	PRPF19
1616	DAXX	10445	MCRS1
4298	MLLT1	27125	AFF4
8241	RBM10	10291	SF3A1
9757	KMT2B	11091	WDR5
5892	RAD51D	7516	XRCC2
57822	GRHL3	57822	GRHL3
10013	HDAC6	347733	TUBB2B
